Username,label,Time,action
新客用户_82342482 19:34,"['', '新客']",19:34,['进入直播间']
老客清茶旦旦 19:34,"['', '老客']",19:34,['从推荐来了']
老客茶茶 19:34,"['', '老客']",19:34,['灰色看看']
老客你很皮的哈 19:34,"['', '老客']",19:34,['红色L胸围多少']
未关注新客pochibb:柠檬 19:35,"['未关注', '新客']",19:35,['进入直播间']
老客清茶旦旦 19:35,"['', '老客']",19:35,['点击了 【抢 国内现货 】冠**军卫衣']
老客wxx__ 19:35,"['', '老客']",19:35,['女的呢']
老客米拉米拉 19:34,"['', '老客']",19:34,['点击了 【抢 国内现货 】冠**军卫衣']
老客superYan 19:35,"['', '老客']",19:35,['点击了 【抢 国内现货 】冠**军卫衣']
老客茶茶 19:35,"['', '老客']",19:35,['好看']
老客你很皮的哈 19:35,"['', '老客']",19:35,['点击了 【抢 国内现货 】冠**军卫衣']
老客夏天的风 19:35,"['', '老客']",19:35,['还有拉链款吗']
老客wxx__ 19:35,"['', '老客']",19:35,['长度呢']
老客勒偏偏0914 19:35,"['', '老客']",19:35,['点击了 【抢 国内现货 】冠**军卫衣']
老客茶茶 19:35,"['', '老客']",19:35,['加购了 【抢 国内现货 】冠**军卫衣']
老客你很皮的哈 19:35,"['', '老客']",19:35,['红色L看看']
新客爱吃苹果鸡丁的懒羊羊 19:36,"['', '新客']",19:36,['从推荐来了']
新客哎呀我的天啊 19:36,"['', '新客']",19:36,['从推荐来了']
老客琥珀光与夏梦玫珑瓜 19:36,"['', '老客']",19:36,['进入直播间']
老客sunny0508 19:36,"['', '老客']",19:36,['进入直播间']
老客wxx__ 19:36,"['', '老客']",19:36,['有没有什么色有中码或小码']
老客Casset 19:35,"['', '老客']",19:35,['加购了 【抢 国内现货 】冠**军卫衣']
老客你很皮的哈 19:36,"['', '老客']",19:36,['点击了 【抢 国内现货 】冠**军卫衣']
未关注新客pochibb:柠檬 19:36,"['未关注', '新客']",19:36,['进入直播间']
老客你很皮的哈 19:36,"['', '老客']",19:36,['从推荐来了']
老客康蛋糕 19:36,"['', '老客']",19:36,['从直播频道关注来了']
新客伊舒飞婷1023 19:36,"['', '新客']",19:36,['从推荐来了']
老客米拉米拉 19:35,"['', '老客']",19:35,['点击了 【抢 国内现货 】冠**军卫衣']
老客霸气的粒子 19:36,"['', '老客']",19:36,[' 分享了直播间']
老客阿门门门门门门 19:36,"['', '老客']",19:36,['进入直播间']
老客游向大海的鱼1112 19:36,"['', '老客']",19:36,['从直播频道关注来了']
老客诺儿8888 19:17,"['', '老客']",19:17,['从直播频道关注来了']
老客是mid啊 19:36,"['', '老客']",19:36,['从直播频道关注来了']
老客wxx__ 19:36,"['', '老客']",19:36,['加购了 【抢 国内现货 】冠**军卫衣']
老客南橙北柚 19:37,"['', '老客']",19:37,['从推荐来了']
老客用户_54919925 19:37,"['', '老客']",19:37,['进入直播间']
老客龙王 19:36,"['', '老客']",19:36,['从推荐来了']
老客米拉米拉 19:36,"['', '老客']",19:36,['点击了 【抢 国内现货 】冠**军卫衣']
老客琥珀光与夏梦玫珑瓜 19:36,"['', '老客']",19:36,['点击了 【抢 国内现货 】冠**军卫衣']
老客tbNick_f40hd 19:36,"['', '老客']",19:36,['点击了 【抢 国内现货 】冠**军卫衣']
未关注新客pochibb:柠檬 19:37,"['未关注', '新客']",19:37,['进入直播间']
老客开开心心L 19:37,"['', '老客']",19:37,['进入直播间']
老客wxx__ 19:37,"['', '老客']",19:37,['不想要圆领哎']
老客wxx__ 19:37,"['', '老客']",19:37,['圆领已经有了藏青色']
新客花蕊zr1818 19:37,"['', '新客']",19:37,['进入直播间']
老客诺儿8888 19:37,"['', '老客']",19:37,['从直播频道关注来了']
老客夏天的风 19:37,"['', '老客']",19:37,['从推荐来了']
老客你很皮的哈 19:37,"['', '老客']",19:37,['点击了 【抢 国内现货 】冠**军卫衣']
新客伊舒飞婷1023 19:36,"['', '新客']",19:36,['点击了 【抢 国内现货 】冠**军卫衣']
老客你很皮的哈 19:37,"['', '老客']",19:37,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客伊舒飞婷1023 19:36,"['', '新客']",19:36,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客米拉米拉 19:36,"['', '老客']",19:36,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客Casset 19:35,"['', '老客']",19:35,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客superYan 19:35,"['', '老客']",19:35,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客勒偏偏0914 19:35,"['', '老客']",19:35,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客哞哞牛牛 19:34,"['', '老客']",19:34,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客茶茶 19:35,"['', '老客']",19:35,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客tbNick_f40hd 19:36,"['', '老客']",19:36,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客幸运果 19:17,"['', '新客']",19:17,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客psbos 19:37,"['', '新客']",19:37,['从推荐来了']
新客伊舒飞婷1023 19:37,"['', '新客']",19:37,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注新客mimixiaonuo 19:37,"['未关注', '新客']",19:37,['进入直播间']
新客糯米团 19:37,"['', '新客']",19:37,['从直播频道关注来了']
老客南橙北柚 19:37,"['', '老客']",19:37,['为啥全是红']
老客wxx__ 19:37,"['', '老客']",19:37,['灰色也挺好看，就是太大了']
老客窝馨菜 19:37,"['', '老客']",19:37,['进入直播间']
老客蚕室有蚕 19:37,"['', '老客']",19:37,['从直播频道关注来了']
老客鱿鱼面筋小公主 19:37,"['', '老客']",19:37,['进入直播间']
未关注新客三色堇07 19:37,"['未关注', '新客']",19:37,['从推荐来了']
老客爱吃三丝一果的冰沙04 19:37,"['', '老客']",19:37,['进入直播间']
新客飞不出天空的鸟 19:38,"['', '新客']",19:38,['进入直播间']
老客蔡小蔡 19:37,"['', '老客']",19:37,['进入直播间']
老客窝馨菜 19:37,"['', '老客']",19:37,['从直播频道关注来了']
未关注新客pochibb:柠檬 19:38,"['未关注', '新客']",19:38,['进入直播间']
老客你很皮的哈 19:38,"['', '老客']",19:38,['怎么下架了']
老客七七 19:38,"['', '老客']",19:38,['进入直播间']
新客用户_82342482 19:38,"['', '新客']",19:38,['进入直播间']
老客饱饱居 19:38,"['', '老客']",19:38,['进入直播间']
老客米拉米拉 19:38,"['', '老客']",19:38,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客山大王su^_^ 19:38,"['', '老客']",19:38,['从直播频道关注来了']
老客wxx__ 19:37,"['', '老客']",19:37,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客珠珠宝贝 19:38,"['', '新客']",19:38,['从直播频道关注来了']
老客wxx__ 19:38,"['', '老客']",19:38,['红色在卖的时候相对滞后']
老客南橙北柚 19:38,"['', '老客']",19:38,['男的女的']
新客伊舒飞婷1023 19:38,"['', '新客']",19:38,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注新客清澈 19:38,"['未关注', '新客']",19:38,['进入直播间']
老客夏天的风 19:38,"['', '老客']",19:38,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客你很皮的哈 19:38,"['', '老客']",19:38,['购买了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客地半仙 19:38,"['', '老客']",19:38,['进入直播间']
老客紫荆罗兰贝格 19:38,"['', '老客']",19:38,['进入直播间']
老客茶茶 19:38,"['', '老客']",19:38,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客wxx__ 19:38,"['', '老客']",19:38,['这个蓝色什么码数']
老客星辰1206 19:38,"['', '老客']",19:38,['从直播频道关注来了']
老客璟芸0527 19:38,"['', '老客']",19:38,['进入直播间']
老客地半仙 19:39,"['', '老客']",19:39,['进入直播间']
新客伊舒飞婷1023 19:38,"['', '新客']",19:38,['XL胸围多少']
未关注新客pochibb:柠檬 19:39,"['未关注', '新客']",19:39,['进入直播间']
老客离你很近 19:39,"['', '老客']",19:39,['从直播频道关注来了']
老客用户_48978419 19:39,"['', '老客']",19:39,['从推荐来了']
未关注新客开心花花也 19:39,"['未关注', '新客']",19:39,['进入直播间']
新客皮都热情的人参 19:39,"['', '新客']",19:39,['从直播频道关注来了']
新客用户_34842434 19:39,"['', '新客']",19:39,['进入直播间']
老客昵称198 19:39,"['', '老客']",19:39,['从推荐来了']
老客地半仙 19:39,"['', '老客']",19:39,['最近没见到别的衣服']
老客你很皮的哈 19:39,"['', '老客']",19:39,['红色L是戴帽子的是吧']
老客骑马过海 19:39,"['', '老客']",19:39,['进入直播间']
未关注新客变有钱 19:39,"['未关注', '新客']",19:39,['从推荐来了']
新客Jll6600 19:39,"['', '新客']",19:39,['从推荐来了']
老客拉比辣椒65 19:39,"['', '老客']",19:39,['进入直播间']
老客LOVE古力 19:39,"['', '老客']",19:39,['从直播频道关注来了']
老客唔西迪西 19:39,"['', '老客']",19:39,['从推荐来了']
未关注新客tbNick_xojtu 19:39,"['未关注', '新客']",19:39,['进入直播间']
老客樱晴 19:01,"['', '老客']",19:01,['进入直播间']
老客一骑红尘 19:39,"['', '老客']",19:39,['进入直播间']
老客米拉米拉 19:39,"['', '老客']",19:39,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客伊舒飞婷1023 19:39,"['', '新客']",19:39,['就那个价？']
老客地半仙 19:39,"['', '老客']",19:39,['别的衣服什么码']
老客你很皮的哈 19:39,"['', '老客']",19:39,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客大白兔兔兔 19:32,"['', '新客']",19:32,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客nonozbw 19:40,"['', '新客']",19:40,['从直播频道关注来了']
老客地半仙 19:40,"['', '老客']",19:40,['白色衬衫']
未关注新客pochibb:柠檬 19:40,"['未关注', '新客']",19:40,['进入直播间']
老客意念手作 19:40,"['', '老客']",19:40,['从直播频道关注来了']
老客用户_48978419 19:39,"['', '老客']",19:39,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客你很皮的哈 19:40,"['', '老客']",19:40,['L是毛圈的吗 里面']
新客伊舒飞婷1023 19:39,"['', '新客']",19:39,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客紫醉金迷6 19:40,"['', '老客']",19:40,['从推荐来了']
未关注新客石月易 19:40,"['未关注', '新客']",19:40,['进入直播间']
老客用户_48978419 19:40,"['', '老客']",19:40,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客Mickey 19:40,"['', '老客']",19:40,['进入直播间']
新客用户_82342482 19:40,"['', '新客']",19:40,['从直播频道关注来了']
老客爱吃三丝一果的冰沙04 19:39,"['', '老客']",19:39,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注新客石月易 19:40,"['未关注', '新客']",19:40,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客午后三点的时光 19:40,"['', '老客']",19:40,['从直播频道关注来了']
未关注新客变有钱 19:40,"['未关注', '新客']",19:40,['从推荐来了']
老客茶茶 19:39,"['', '老客']",19:39,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注新客懒洋洋424 19:40,"['未关注', '新客']",19:40,['从直播频道关注来了']
未关注老客一露有你 19:40,"['未关注', '老客']",19:40,['从直播频道关注来了']
未关注新客大白兔兔兔 19:32,"['未关注', '新客']",19:32,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客Mickey 19:40,"['未关注', '老客']",19:40,['进入直播间']
未关注老客茶茶 19:39,"['未关注', '老客']",19:39,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客射手的绿太阳 19:35,"['未关注', '老客']",19:35,['从直播频道关注来了']
未关注老客樱晴 19:01,"['未关注', '老客']",19:01,['进入直播间']
未关注老客用户_48978419 19:40,"['未关注', '老客']",19:40,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客地半仙 19:40,"['未关注', '老客']",19:40,['白色衬衫']
未关注老客米拉米拉 19:39,"['未关注', '老客']",19:39,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客爱吃三丝一果的冰沙04 19:39,"['未关注', '老客']",19:39,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客游向大海的鱼1112 19:36,"['未关注', '老客']",19:36,['从直播频道关注来了']
未关注老客你很皮的哈 19:40,"['未关注', '老客']",19:40,['那真的挺值了 40块钱']
未关注新客伊舒飞婷1023 19:40,"['未关注', '新客']",19:40,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客Casset 19:35,"['未关注', '老客']",19:35,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客superYan 19:35,"['未关注', '老客']",19:35,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客勒偏偏0914 19:35,"['未关注', '老客']",19:35,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客乂爻 19:30,"['未关注', '老客']",19:30,['今天有中号和大码不？']
未关注老客tbNick_f40hd 19:36,"['未关注', '老客']",19:36,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注新客幸运果 19:17,"['未关注', '新客']",19:17,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注老客霸气的粒子 19:36,"['未关注', '老客']",19:36,[' 分享了直播间']
未关注老客卡宝暖宝 19:33,"['未关注', '老客']",19:33,['有c姐穿的同款蓝条纹衬衫吗']
未关注新客直播助理7 18:59,"['未关注', '新客']",18:59,['从推荐来了']
新客olay2020 19:35,"['', '新客']",19:35,['进入直播间']
老客江生生2008 19:40,"['', '老客']",19:40,['从推荐来了']
新客懒洋洋424 19:40,"['', '新客']",19:40,['从直播频道关注来了']
老客一露有你 19:40,"['', '老客']",19:40,['从直播频道关注来了']
老客地半仙 19:40,"['', '老客']",19:40,['这个料子不错   可以穿不了']
老客你很皮的哈 19:40,"['', '老客']",19:40,['那真的挺值了 40块钱']
新客伊舒飞婷1023 19:40,"['', '新客']",19:40,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客Casset 19:40,"['', '老客']",19:40,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客KE113 19:40,"['', '老客']",19:40,['从直播频道关注来了']
老客云知 19:40,"['', '老客']",19:40,['从直播频道关注来了']
老客伊舒飞婷1023 19:40,"['', '老客']",19:40,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
未关注新客pochibb:柠檬 19:41,"['未关注', '新客']",19:41,['进入直播间']
老客伊舒飞婷1023 19:41,"['', '老客']",19:41,['购买了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客米拉米拉 19:41,"['', '老客']",19:41,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客tbNick_lk47f 19:41,"['', '新客']",19:41,['进入直播间']
新客小雪 19:41,"['', '新客']",19:41,['从直播频道关注来了']
老客樱晴 19:41,"['', '老客']",19:41,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客雪夜 19:41,"['', '老客']",19:41,['从推荐来了']
老客茶茶 19:41,"['', '老客']",19:41,['试下加大']
老客Casset 19:41,"['', '老客']",19:41,['购买了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客爱跑步的小飞鹰 19:41,"['', '老客']",19:41,['进入直播间']
老客雪夜 19:41,"['', '老客']",19:41,['进入直播间']
老客米拉米拉 19:41,"['', '老客']",19:41,['进入直播间']
新客懒洋洋424 19:41,"['', '新客']",19:41,['进入直播间']
老客一露有你 19:41,"['', '老客']",19:41,['进入直播间']
老客茶茶 19:41,"['', '老客']",19:41,['进入直播间']
老客射手的绿太阳 19:41,"['', '老客']",19:41,['进入直播间']
老客樱晴 19:41,"['', '老客']",19:41,['进入直播间']
老客爱吃三丝一果的冰沙04 19:41,"['', '老客']",19:41,['进入直播间']
老客游向大海的鱼1112 19:41,"['', '老客']",19:41,['进入直播间']
老客你很皮的哈 19:41,"['', '老客']",19:41,['进入直播间']
老客伊舒飞婷1023 19:41,"['', '老客']",19:41,['进入直播间']
老客Casset 19:41,"['', '老客']",19:41,['进入直播间']
老客superYan 19:41,"['', '老客']",19:41,['进入直播间']
老客乂爻 19:41,"['', '老客']",19:41,['进入直播间']
老客tbNick_f40hd 19:41,"['', '老客']",19:41,['进入直播间']
新客幸运果 19:41,"['', '新客']",19:41,['进入直播间']
老客霸气的粒子 19:41,"['', '老客']",19:41,['进入直播间']
老客卡宝暖宝 19:41,"['', '老客']",19:41,['进入直播间']
新客直播助理7 19:41,"['', '新客']",19:41,['进入直播间']
老客天亮了 19:41,"['', '老客']",19:41,['进入直播间']
老客米拉米拉 19:41,"['', '老客']",19:41,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客一露有你 19:41,"['', '老客']",19:41,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客爱吃三丝一果的冰沙04 19:41,"['', '老客']",19:41,['酒红色xL你穿一下']
老客你很皮的哈 19:40,"['', '老客']",19:40,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客伊舒飞婷1023 19:41,"['', '老客']",19:41,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客婷ing029 19:41,"['', '老客']",19:41,['进入直播间']
老客苏_苏Sue 19:41,"['', '老客']",19:41,['从直播频道关注来了']
老客茶茶 19:41,"['', '老客']",19:41,['海军蓝']
老客爱吃三丝一果的冰沙04 19:41,"['', '老客']",19:41,['连帽']
新客打工人天天开心 19:42,"['', '新客']",19:42,['从直播频道关注来了']
新客大白兔兔兔 19:42,"['', '新客']",19:42,['进入直播间']
老客爱跑步的小飞鹰 19:42,"['', '老客']",19:42,['进入直播间']
未关注新客pochibb:柠檬 19:42,"['未关注', '新客']",19:42,['进入直播间']
老客米拉米拉 19:42,"['', '老客']",19:42,['外套多少']
老客爱跑步的小飞鹰 19:42,"['', '老客']",19:42,['这是什么白色']
老客樱晴 19:42,"['', '老客']",19:42,['从直播频道关注来了']
老客Mr喵喵先生 19:42,"['', '老客']",19:42,['从推荐来了']
老客鱿鱼面筋小公主 19:42,"['', '老客']",19:42,['进入直播间']
老客希慧权子 19:42,"['', '老客']",19:42,['从推荐来了']
老客小小小甜豆 19:42,"['', '老客']",19:42,['从推荐来了']
老客紫醉金迷6 19:42,"['', '老客']",19:42,['从推荐来了']
新客打工人天天开心 19:42,"['', '新客']",19:42,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客伊舒飞婷1023 19:42,"['', '老客']",19:42,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客白泽 19:42,"['', '老客']",19:42,['进入直播间']
新客tbNick_2ahh5 19:42,"['', '新客']",19:42,['从直播频道关注来了']
老客齐齐 19:42,"['', '老客']",19:42,['进入直播间']
老客随缘吧 19:42,"['', '老客']",19:42,['进入直播间']
老客米拉米拉 19:42,"['', '老客']",19:42,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客恩啦325 19:42,"['', '新客']",19:42,['从推荐来了']
老客苏_苏Sue 19:42,"['', '老客']",19:42,['看看白色衬衣']
老客安11253324 19:42,"['', '老客']",19:42,['进入直播间']
未关注新客pochibb:柠檬 19:43,"['未关注', '新客']",19:43,['进入直播间']
新客果雨 19:43,"['', '新客']",19:43,['进入直播间']
老客qiqibuku 19:43,"['', '老客']",19:43,['从推荐来了']
老客爱生活 19:43,"['', '老客']",19:43,['进入直播间']
新客幻雪2001 19:43,"['', '新客']",19:43,['进入直播间']
老客骑马过海 19:43,"['', '老客']",19:43,['进入直播间']
老客蒋二世呀 19:43,"['', '老客']",19:43,['从直播频道关注来了']
老客随缘吧 19:43,"['', '老客']",19:43,['从直播频道关注来了']
老客齐齐 19:43,"['', '老客']",19:43,['有没有短袖']
新客打工人天天开心 19:43,"['', '新客']",19:43,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客雪夜 19:43,"['', '老客']",19:43,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客夏天的风 19:43,"['', '老客']",19:43,['进入直播间']
新客大白兔兔兔 19:43,"['', '新客']",19:43,['进入直播间']
老客爱吃三丝一果的冰沙04 19:42,"['', '老客']",19:42,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客tbNick_pijul 19:43,"['', '老客']",19:43,['从直播频道关注来了']
新客Roya~ 19:43,"['', '新客']",19:43,['从推荐来了']
老客yuki 19:43,"['', '老客']",19:43,['进入直播间']
老客车厘子all+_+ 19:18,"['', '老客']",19:18,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客wxx__ 19:43,"['', '老客']",19:43,['从直播频道关注来了']
未关注新客pochibb:柠檬 19:44,"['未关注', '新客']",19:44,['进入直播间']
新客白玉1314 19:44,"['', '新客']",19:44,['进入直播间']
老客车厘子all+_+ 19:43,"['', '老客']",19:43,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客wxx__ 19:44,"['', '老客']",19:44,['神马码数']
老客米拉米拉 19:44,"['', '老客']",19:44,['加购了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客景昱弈森 19:44,"['', '老客']",19:44,['进入直播间']
未关注新客吧啦啦吧啦啦_1990 19:44,"['未关注', '新客']",19:44,['从推荐来了']
老客捷宝贝3311 19:44,"['', '老客']",19:44,['进入直播间']
新客Lovely大宝宝 19:44,"['', '新客']",19:44,['进入直播间']
老客bobohere 19:44,"['', '老客']",19:44,['进入直播间']
老客车厘子all+_+ 19:44,"['', '老客']",19:44,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客骑马过海 19:44,"['', '老客']",19:44,['进入直播间']
老客tbNick_pijul 19:44,"['', '老客']",19:44,['从直播频道关注来了']
老客wxx__ 19:44,"['', '老客']",19:44,['你上身看看']
老客tttss222 19:44,"['', '老客']",19:44,['从推荐来了']
老客wxx__ 19:44,"['', '老客']",19:44,['老白衬衫']
老客wxx__ 19:44,"['', '老客']",19:44,['后面白衬衫上身']
老客茶茶 19:44,"['', '老客']",19:44,['进入直播间']
老客你很皮的哈 19:44,"['', '老客']",19:44,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
老客哈基米 19:44,"['', '老客']",19:44,['从直播频道关注来了']
未关注老客魔鬼筋肉人 19:44,"['未关注', '老客']",19:44,['进入直播间']
老客捷宝贝3311 19:45,"['', '老客']",19:45,['进入直播间']
老客wxx__ 19:44,"['', '老客']",19:44,['白衬衫码数呢']
未关注新客pochibb:柠檬 19:45,"['未关注', '新客']",19:45,['进入直播间']
老客米拉米拉 19:44,"['', '老客']",19:44,['点击了 【抢 国内现货 】冠**军卫衣 无吊牌']
新客墨绿色的绿叶 19:45,"['', '新客']",19:45,['从推荐来了']
老客爱跑步的小飞鹰 19:45,"['', '老客']",19:45,['衬衫什么码']
老客一禾一诺 19:45,"['', '老客']",19:45,['进入直播间']
新客嘎嘎妈妈188 19:45,"['', '新客']",19:45,['从直播频道关注来了']
老客丰丰 19:45,"['', '老客']",19:45,['从直播频道关注来了']
